,precision,recall,f1-score,support
V6,0.2,0.25,0.2222222222222222,16.0
V8,0.3333333333333333,0.2777777777777778,0.30303030303030304,18.0
inline-4,0.18181818181818182,0.3333333333333333,0.23529411764705882,18.0
inline-6,0.4,0.1111111111111111,0.17391304347826086,18.0
single-cylinder,0.26666666666666666,0.2222222222222222,0.24242424242424243,18.0
accuracy,0.23863636363636365,0.23863636363636365,0.23863636363636365,0.23863636363636365
macro avg,0.27636363636363637,0.23888888888888893,0.23537678576041748,88.0
weighted avg,0.278099173553719,0.23863636363636365,0.23567575311355826,88.0
