,precision,recall,f1-score,support
V6,0.2857142857142857,0.125,0.17391304347826086,16.0
V8,0.25,0.2777777777777778,0.2631578947368421,18.0
inline-4,0.2647058823529412,0.5,0.34615384615384615,18.0
inline-6,1.0,0.05555555555555555,0.10526315789473684,18.0
single-cylinder,0.34615384615384615,0.5,0.4090909090909091,18.0
accuracy,0.29545454545454547,0.29545454545454547,0.29545454545454547,0.29545454545454547
macro avg,0.4293148028442146,0.2916666666666667,0.259515770270919,88.0
weighted avg,0.43257845096080394,0.29545454545454547,0.261461286788934,88.0
