,precision,recall,f1-score,support
V6,0.21052631578947367,0.25,0.22857142857142856,16.0
V8,0.3125,0.2777777777777778,0.29411764705882354,18.0
inline-4,0.18181818181818182,0.3333333333333333,0.23529411764705882,18.0
inline-6,0.5,0.16666666666666666,0.25,18.0
single-cylinder,0.21428571428571427,0.16666666666666666,0.1875,18.0
accuracy,0.23863636363636365,0.23863636363636365,0.23863636363636365,0.23863636363636365
macro avg,0.2838260423786739,0.23888888888888893,0.23909663865546218,88.0
weighted avg,0.28549194525570126,0.23863636363636365,0.23933584797555385,88.0
