,precision,recall,f1-score,support
V6,0.05263157894736842,0.0625,0.05714285714285714,16.0
V8,0.3125,0.2777777777777778,0.29411764705882354,18.0
inline-4,0.1111111111111111,0.1111111111111111,0.1111111111111111,18.0
inline-6,0.375,0.3333333333333333,0.35294117647058826,18.0
single-cylinder,0.2631578947368421,0.2777777777777778,0.2702702702702703,18.0
accuracy,0.2159090909090909,0.2159090909090909,0.2159090909090909,0.2159090909090909
macro avg,0.22288011695906432,0.2125,0.21711661241073008,88.0
weighted avg,0.22674940191387558,0.2159090909090909,0.22075237957590899,88.0
