,precision,recall,f1-score,support
V6,0.18518518518518517,0.3125,0.23255813953488372,16.0
V8,0.21428571428571427,0.16666666666666666,0.1875,18.0
inline-4,0.17647058823529413,0.16666666666666666,0.17142857142857143,18.0
inline-6,0.375,0.16666666666666666,0.23076923076923078,18.0
single-cylinder,0.22727272727272727,0.2777777777777778,0.25,18.0
accuracy,0.2159090909090909,0.2159090909090909,0.2159090909090909,0.2159090909090909
macro avg,0.23564284299578414,0.21805555555555553,0.2144511883465372,88.0
weighted avg,0.23678960794602502,0.2159090909090909,0.2140396667286202,88.0
