,precision,recall,f1-score,support
V6,0.2,0.25,0.2222222222222222,16.0
V8,0.35714285714285715,0.2777777777777778,0.3125,18.0
inline-4,0.18181818181818182,0.3333333333333333,0.23529411764705882,18.0
inline-6,0.4,0.1111111111111111,0.17391304347826086,18.0
single-cylinder,0.25,0.2222222222222222,0.23529411764705882,18.0
accuracy,0.23863636363636365,0.23863636363636365,0.23863636363636365,0.23863636363636365
macro avg,0.2777922077922078,0.23888888888888893,0.23584470019892012,88.0
weighted avg,0.279560212514758,0.23863636363636365,0.23615430197111784,88.0
