,precision,recall,f1-score,support
V6,0.42857142857142855,0.1875,0.2608695652173913,16.0
V8,0.22727272727272727,0.2777777777777778,0.25,18.0
inline-4,0.2857142857142857,0.5555555555555556,0.37735849056603776,18.0
inline-6,0.5,0.05555555555555555,0.1,18.0
single-cylinder,0.36363636363636365,0.4444444444444444,0.4,18.0
accuracy,0.3068181818181818,0.3068181818181818,0.3068181818181818,0.3068181818181818
macro avg,0.36103896103896105,0.3041666666666667,0.27764561115668585,88.0
weighted avg,0.359504132231405,0.3068181818181818,0.2780268849280334,88.0
