class,theta_max_deg
V6,23.760581970214844
V6,10.2332181930542
V6,11.846694946289062
V6,7.575357437133789
V6,10.708386421203613
V6,33.580413818359375
V6,32.221431732177734
V6,20.373611450195312
V6,17.904163360595703
V6,19.837629318237305
V6,20.751333236694336
V6,15.678901672363281
V6,15.554807662963867
V6,11.235591888427734
V6,9.199494361877441
V6,12.209249496459961
V6,12.441120147705078
V6,20.226104736328125
V6,13.426763534545898
V6,14.1474609375
V6,8.770999908447266
V6,19.596664428710938
V6,11.203612327575684
V6,13.219121932983398
V6,9.09420394897461
V6,12.784087181091309
V6,12.775843620300293
V6,20.537389755249023
V6,10.095860481262207
V6,39.871734619140625
V6,16.99881362915039
V6,11.341959953308105
V6,27.45111083984375
V6,9.293203353881836
V6,10.729300498962402
V6,15.177164077758789
V6,10.397729873657227
V6,13.318960189819336
V6,15.63790512084961
V6,27.87305450439453
V6,10.467097282409668
V6,15.034745216369629
V6,13.093356132507324
V6,8.780982971191406
V6,22.300045013427734
V6,19.55743408203125
V6,21.925111770629883
V6,13.774112701416016
V6,19.143390655517578
V6,10.53322982788086
V6,17.8317813873291
V6,14.250752449035645
V6,10.064739227294922
V6,22.9211368560791
V6,8.46593952178955
V6,16.95947265625
V6,13.91149616241455
V6,27.645994186401367
V6,15.138752937316895
V6,10.436694145202637
V6,8.3164701461792
V6,10.31274700164795
V6,8.148542404174805
V6,10.013057708740234
V6,8.590044975280762
V6,13.61886215209961
V6,33.52943801879883
V6,12.18751049041748
V6,24.004947662353516
V6,14.851007461547852
V6,17.853193283081055
V6,12.693717956542969
V6,18.42238998413086
V6,12.362566947937012
V6,27.081270217895508
V6,15.944710731506348
V6,26.24033546447754
V6,7.113367080688477
V6,18.41691017150879
V6,12.91586971282959
V6,14.671252250671387
V6,11.746953010559082
V6,33.76944351196289
V6,16.153560638427734
V6,9.707050323486328
V6,17.36023712158203
V6,9.932818412780762
V6,11.555682182312012
V6,11.974176406860352
V6,12.130908012390137
V6,14.890941619873047
V6,18.615318298339844
V6,10.934502601623535
V6,16.460739135742188
V6,14.747793197631836
V6,13.770081520080566
V6,14.687223434448242
V6,6.035398006439209
V6,18.72093391418457
V6,28.03815460205078
V6,18.717954635620117
V6,27.288881301879883
V6,10.90322208404541
V6,8.678783416748047
V6,25.055824279785156
V6,11.340031623840332
V6,17.768550872802734
V6,33.481483459472656
V6,27.573440551757812
V6,18.00917625427246
V6,18.347549438476562
V6,6.248678684234619
V6,21.242727279663086
V6,9.104116439819336
V6,14.14011001586914
V6,13.496886253356934
V6,16.70630645751953
V6,12.714899063110352
V6,10.764646530151367
V6,14.932440757751465
V6,16.1142578125
V6,17.527738571166992
V6,13.715828895568848
V6,18.886281967163086
V6,8.179876327514648
V6,13.069077491760254
V6,11.674299240112305
V6,11.505281448364258
V6,9.731245040893555
V6,13.546225547790527
V6,19.847368240356445
V6,14.494447708129883
V6,26.190664291381836
V6,16.52555274963379
V6,13.063624382019043
V6,13.265458106994629
V6,11.739368438720703
V6,14.13283920288086
V6,13.021312713623047
V6,37.768611907958984
V6,16.063400268554688
V6,9.662673950195312
V6,24.91339111328125
V6,14.792990684509277
V6,10.943500518798828
V6,23.137096405029297
V6,12.247139930725098
V6,10.180142402648926
V6,9.954059600830078
V6,13.834769248962402
V6,11.15522575378418
V6,11.37881851196289
V6,17.616748809814453
V6,8.828460693359375
V6,13.098932266235352
V6,18.848865509033203
V6,16.111156463623047
V6,16.638147354125977
V6,17.03274917602539
V6,7.9198079109191895
V6,6.231241226196289
V6,19.650497436523438
V6,13.645842552185059
V6,13.111809730529785
V6,14.737420082092285
V6,18.43012809753418
V6,14.554826736450195
V6,15.71926498413086
V6,19.111204147338867
V6,14.445629119873047
V6,26.097518920898438
V6,16.716474533081055
V6,12.801961898803711
V6,12.943769454956055
V6,13.858713150024414
V6,12.470443725585938
V6,18.401058197021484
V6,9.874401092529297
V6,8.699129104614258
V6,26.728113174438477
V6,14.921768188476562
V6,10.439030647277832
V6,11.956963539123535
V6,8.620173454284668
V6,12.97801399230957
V6,15.785457611083984
V6,5.80927038192749
V6,8.528849601745605
V6,8.839668273925781
V6,10.752864837646484
V6,12.243661880493164
V6,20.813491821289062
V6,47.82310485839844
V6,20.821197509765625
V6,13.141268730163574
V6,43.548580169677734
V6,13.397848129272461
V6,16.743877410888672
V6,20.673206329345703
V6,11.32327651977539
V6,11.977814674377441
V6,13.854878425598145
V6,18.314363479614258
V6,10.433016777038574
V6,15.450943946838379
V6,11.931963920593262
V6,10.768960952758789
V6,9.487526893615723
V6,16.007692337036133
V6,8.936019897460938
V6,10.204536437988281
V6,13.326770782470703
V6,19.29293441772461
V6,13.104205131530762
V6,22.4571475982666
V6,27.00043487548828
V6,16.584402084350586
V6,19.606487274169922
V6,9.91611385345459
V6,8.743206977844238
V6,34.954673767089844
V6,10.121485710144043
V6,25.621971130371094
V6,11.998514175415039
V6,11.059962272644043
V6,12.304594039916992
V6,17.028457641601562
V6,17.661041259765625
V6,17.37763786315918
V6,14.555586814880371
V6,10.882474899291992
V6,16.407421112060547
V6,17.342327117919922
V6,17.292190551757812
V6,32.11582946777344
V6,21.641521453857422
V6,15.363908767700195
V6,16.874853134155273
V6,10.257315635681152
V6,13.794364929199219
V6,11.5569429397583
V6,13.073124885559082
V6,13.180371284484863
V6,18.56666374206543
V6,21.554048538208008
V6,18.531322479248047
V6,15.505853652954102
V6,19.313058853149414
V6,7.554968357086182
V6,8.564651489257812
V6,8.993112564086914
V6,21.498615264892578
V6,14.778416633605957
V6,13.573434829711914
V6,15.20252799987793
V6,24.081350326538086
V6,19.701698303222656
V6,16.462512969970703
V6,9.543736457824707
V6,15.419713020324707
V6,15.152739524841309
V6,12.970211029052734
V6,15.198867797851562
V6,15.841963768005371
V6,9.149652481079102
V6,15.158409118652344
V6,6.2887749671936035
V6,21.014511108398438
V6,13.492525100708008
V6,19.54465675354004
V6,6.475173473358154
V6,9.995954513549805
V6,10.602889060974121
V6,8.979053497314453
V6,17.65300178527832
V6,14.626324653625488
V6,21.619674682617188
V6,24.66160774230957
V6,10.087675094604492
V6,11.533310890197754
V6,28.676513671875
V6,8.452985763549805
V6,8.868644714355469
V6,16.49114418029785
V6,30.48900032043457
V6,13.204493522644043
V6,8.1982421875
V6,9.117402076721191
V6,13.344019889831543
V6,10.476585388183594
V6,8.482162475585938
V6,14.784976959228516
V6,18.386186599731445
V6,9.261618614196777
V6,14.431589126586914
V6,7.44558048248291
V6,10.515054702758789
V6,15.367079734802246
V6,11.520783424377441
V6,9.194857597351074
V6,18.269990921020508
V6,45.23163604736328
V6,13.809139251708984
V6,21.492464065551758
V6,17.313764572143555
V6,13.601374626159668
V6,15.007627487182617
V6,10.99817943572998
V6,10.486459732055664
V6,17.263120651245117
V6,11.112994194030762
V6,13.357892036437988
V6,21.10219955444336
V6,20.023212432861328
V6,27.355554580688477
V6,13.238239288330078
V6,19.55887222290039
V6,30.145259857177734
V6,9.226327896118164
V6,15.532276153564453
V6,16.498685836791992
V6,19.02634620666504
V6,19.147991180419922
V6,15.750167846679688
V6,33.93257141113281
V6,9.527759552001953
V6,18.458148956298828
V6,11.767986297607422
V6,39.41773223876953
V6,15.534660339355469
V6,11.221526145935059
V6,11.52464771270752
V6,10.000380516052246
V6,30.3365421295166
V6,15.403546333312988
V6,16.413415908813477
V6,14.89803695678711
V6,35.621437072753906
V6,16.34915542602539
V6,8.338140487670898
V6,11.479312896728516
V6,14.078946113586426
V6,28.865808486938477
V6,14.52858829498291
V6,11.163995742797852
V6,22.420347213745117
V6,13.1155424118042
V6,11.345032691955566
V6,5.983565330505371
V6,11.935102462768555
V6,22.44782829284668
V6,12.413394927978516
V6,18.184545516967773
V6,12.312540054321289
V6,15.246354103088379
V6,13.93799114227295
V6,11.930179595947266
V6,6.126727104187012
V6,25.891233444213867
V6,18.505077362060547
V6,17.312618255615234
V6,8.544516563415527
V6,13.966376304626465
V6,12.569534301757812
V6,16.081436157226562
V6,13.377819061279297
V6,8.76409912109375
V6,9.930917739868164
V6,19.867475509643555
V6,41.69935989379883
V6,11.435523986816406
V6,19.976261138916016
V6,8.670405387878418
V6,34.13968276977539
V6,10.889093399047852
V6,21.339046478271484
V6,24.77837371826172
V6,6.911484718322754
V6,6.218359470367432
V6,10.015826225280762
V6,19.707704544067383
V6,9.999692916870117
V6,8.849995613098145
V6,16.192157745361328
V6,5.762759208679199
V6,10.817780494689941
V6,13.554999351501465
V6,11.562601089477539
V6,10.680818557739258
V6,12.566128730773926
V6,18.44701385498047
V6,13.507957458496094
V6,10.624397277832031
V6,14.677534103393555
V6,11.219788551330566
V6,11.534130096435547
V6,16.839431762695312
V6,24.32120704650879
V6,21.91519546508789
V6,16.55797576904297
V6,25.315731048583984
V6,14.277448654174805
V6,21.95720100402832
V6,37.89448928833008
V6,9.824590682983398
V6,27.93804931640625
V6,12.616462707519531
V6,12.910919189453125
V6,11.860960006713867
V6,10.953713417053223
V6,7.16817569732666
V6,8.985549926757812
V6,25.219497680664062
V6,14.761417388916016
V6,42.30023956298828
V6,38.01520919799805
V6,16.0643253326416
V6,23.260988235473633
V6,25.97515869140625
V6,28.062084197998047
V6,13.80484676361084
V6,19.858097076416016
V6,34.635005950927734
V6,14.724943161010742
V6,26.883333206176758
V6,30.314918518066406
V6,16.192108154296875
V6,13.548748016357422
V6,17.52203369140625
V6,13.673867225646973
V6,11.3079252243042
V6,5.31271505355835
V6,9.635494232177734
V6,18.58665657043457
V6,18.53158187866211
V6,16.466970443725586
V6,28.140052795410156
V6,24.92885398864746
V6,10.80676555633545
V6,16.15082359313965
V6,10.032581329345703
V6,18.80135726928711
V6,22.52381706237793
V6,14.533856391906738
V6,14.993878364562988
V6,24.78700828552246
V6,9.660740852355957
V6,10.9028959274292
V6,23.36563491821289
V6,17.595996856689453
V6,15.057161331176758
