class,theta_max_deg
V6,18.023542404174805
V6,14.760466575622559
V6,12.82702922821045
V6,11.891261100769043
V6,18.090320587158203
V6,13.316959381103516
V6,11.43874454498291
V6,19.312057495117188
V6,19.567785263061523
V6,9.94025993347168
V6,33.37118911743164
V6,10.715275764465332
V6,12.282957077026367
V6,16.251436233520508
V6,10.825345993041992
V6,7.61738920211792
V6,10.743672370910645
V6,14.961663246154785
V6,14.51447868347168
V6,13.754046440124512
V6,13.527710914611816
V6,12.782790184020996
V6,22.505794525146484
V6,14.71861457824707
V6,16.343402862548828
V6,18.600730895996094
V6,15.715014457702637
V6,23.222597122192383
V6,12.067920684814453
V6,30.001863479614258
V6,7.107766628265381
V6,9.098978996276855
V6,79.99966430664062
V6,21.546974182128906
V6,13.050579071044922
V6,8.344660758972168
V6,14.708852767944336
V6,8.758493423461914
V6,11.274297714233398
V6,19.47344207763672
V6,21.192705154418945
V6,15.547036170959473
V6,10.228796005249023
V6,16.969970703125
V6,29.805458068847656
V6,5.952130317687988
V6,16.41234016418457
V6,9.4418363571167
V6,9.466058731079102
V6,21.789718627929688
V6,30.67388343811035
V6,17.814611434936523
V6,6.028378486633301
V6,7.966047286987305
V6,31.207862854003906
V6,42.44929122924805
V6,19.001787185668945
V6,5.2599687576293945
V6,26.689437866210938
V6,18.402484893798828
V6,9.902202606201172
V6,9.167203903198242
V6,17.054607391357422
V6,12.041168212890625
V6,10.316656112670898
V6,19.62057876586914
V6,17.0758113861084
V6,10.907842636108398
V6,25.999086380004883
V6,18.431108474731445
V6,15.632621765136719
V6,20.270044326782227
V6,13.149106979370117
V6,24.967708587646484
V6,23.758981704711914
V6,12.298599243164062
V6,25.690908432006836
V6,13.544330596923828
V6,12.756896018981934
V6,19.891258239746094
V6,17.348466873168945
V6,10.178421974182129
V6,33.42020797729492
V6,22.063661575317383
V6,14.975467681884766
V6,42.46214294433594
V6,21.785154342651367
V6,21.2054443359375
V6,22.189075469970703
V6,7.804138660430908
V6,11.000415802001953
V6,16.6572208404541
V6,37.516357421875
V6,12.38174057006836
V6,16.543336868286133
V6,50.258731842041016
V6,7.9985833168029785
V6,17.179134368896484
V6,24.876508712768555
V6,12.200121879577637
V6,7.031989574432373
V6,11.499715805053711
V6,15.398982048034668
V6,15.644275665283203
V6,25.498310089111328
V6,9.436506271362305
V6,13.439245223999023
V6,14.11601734161377
V6,17.777379989624023
V6,11.446732521057129
V6,13.763121604919434
V6,14.556836128234863
V6,7.295276165008545
V6,28.221088409423828
V6,21.095643997192383
V6,14.331740379333496
V6,10.615094184875488
V6,14.310935020446777
V6,10.950316429138184
V6,27.059356689453125
V6,18.284942626953125
V6,14.816137313842773
V6,22.379220962524414
V6,19.51699447631836
V6,16.840572357177734
V6,17.429906845092773
V6,11.369571685791016
V6,23.00518798828125
V6,8.218717575073242
V6,19.703643798828125
V6,15.24834156036377
V6,33.43918991088867
V6,33.05641555786133
V6,8.951155662536621
V6,17.213743209838867
V6,16.52231216430664
V6,7.035224437713623
V6,9.583900451660156
V6,19.98375701904297
V6,16.655967712402344
V6,13.822553634643555
V6,12.79089069366455
V6,11.357837677001953
V6,10.451011657714844
V6,8.282543182373047
V6,12.036943435668945
V6,5.793898105621338
V6,16.90654182434082
V6,15.049443244934082
V6,14.445395469665527
V6,12.931719779968262
V6,23.609588623046875
V6,14.79109001159668
V6,28.1669921875
V6,31.333406448364258
V6,14.934149742126465
V6,14.581437110900879
V6,14.300044059753418
V6,11.406412124633789
V6,18.411495208740234
V6,17.319238662719727
V6,14.200459480285645
V6,14.950547218322754
V6,14.50895881652832
