,precision,recall,f1-score,support
V6,1.0,0.0625,0.11764705882352941,16.0
V8,0.3333333333333333,0.4,0.36363636363636365,10.0
inline-4,0.3333333333333333,0.46153846153846156,0.3870967741935484,13.0
inline-6,0.2727272727272727,0.2727272727272727,0.2727272727272727,11.0
single-cylinder,0.11764705882352941,0.2222222222222222,0.15384615384615385,9.0
accuracy,0.2711864406779661,0.2711864406779661,0.2711864406779661,0.2711864406779661
macro avg,0.4114081996434937,0.2837975912975913,0.2589907246453736,59.0
weighted avg,0.4699235626453971,0.2711864406779661,0.25314559367240036,59.0
