class,r,median_deg,p25_deg,p75_deg,n_train_clips
V6,5,13.479454040527344,10.411064624786377,19.021510124206543,38
V8,5,13.104829788208008,10.241442680358887,16.569965839385986,50
inline-4,5,14.151264190673828,10.98109745979309,18.744858741760254,47
inline-6,5,17.06733798980713,11.987008810043335,24.829537868499756,49
single-cylinder,5,11.125574588775635,9.315656423568726,13.313544750213623,50
