freq_hz,data_mean,model_mean,pca_filtered_mean
0.0,3.976780238446054e-09,1.819006834047343e-09,2.3333668330849378e-09
10.7666015625,0.413350909948349,0.09523077309131622,0.2169911414384842
21.533203125,0.5845664739608765,0.13467665016651154,0.30687183141708374
32.2998046875,0.715944766998291,0.16494454443454742,0.3758396506309509
43.06640625,0.826701819896698,0.19046154618263245,0.4339822828769684
53.8330078125,0.8846945762634277,0.20631074905395508,0.467130184173584
64.599609375,0.8135055303573608,0.20076189935207367,0.44160938262939453
75.3662109375,0.7354575991630554,0.19505524635314941,0.4141830801963806
86.1328125,0.6480777263641357,0.1891765296459198,0.38429686427116394
96.8994140625,0.54691082239151,0.18310914933681488,0.35101625323295593
107.666015625,0.485002338886261,0.18091511726379395,0.32834592461586
118.4326171875,0.48006877303123474,0.18288204073905945,0.31973981857299805
129.19921875,0.47508394718170166,0.1848280429840088,0.31017500162124634
139.9658203125,0.47004637122154236,0.1867537498474121,0.29951950907707214
150.732421875,0.46495410799980164,0.18865983188152313,0.28752076625823975
161.4990234375,0.46048521995544434,0.18742039799690247,0.277189701795578
172.265625,0.456217885017395,0.18503285944461823,0.26665258407592773
183.0322265625,0.45191025733947754,0.18261407315731049,0.25461509823799133
193.798828125,0.4475611746311188,0.18016283214092255,0.2406553328037262
204.5654296875,0.4431694447994232,0.17767779529094696,0.22374305129051208
215.33203125,0.44073593616485596,0.17484967410564423,0.22031384706497192
226.0986328125,0.43832603096961975,0.1719691902399063,0.21638888120651245
236.865234375,0.43590283393859863,0.16903963685035706,0.21173086762428284
247.6318359375,0.4334661364555359,0.16605843603610992,0.20629625022411346
258.3984375,0.4291699230670929,0.16271363198757172,0.20038644969463348
269.1650390625,0.41842782497406006,0.15822041034698486,0.19531553983688354
279.931640625,0.4074026048183441,0.15359580516815186,0.18981759250164032
290.6982421875,0.39607059955596924,0.14882755279541016,0.18382306396961212
301.46484375,0.3844046890735626,0.14390140771865845,0.17721214890480042
312.2314453125,0.3733265697956085,0.13940848410129547,0.17113643884658813
322.998046875,0.36300307512283325,0.13546396791934967,0.16618478298187256
333.7646484375,0.35237735509872437,0.13140112161636353,0.1610044538974762
344.53125,0.34142109751701355,0.12720860540866852,0.15555988252162933
355.2978515625,0.3301013708114624,0.12287310510873795,0.14980190992355347
366.064453125,0.31992074847221375,0.11946200579404831,0.14526201784610748
376.8310546875,0.31002867221832275,0.11638577282428741,0.14115044474601746
387.59765625,0.29981034994125366,0.11322597414255142,0.13684988021850586
398.3642578125,0.28923124074935913,0.1099754273891449,0.13232320547103882
409.130859375,0.2782503366470337,0.10662586241960526,0.12751440703868866
419.8974609375,0.27243927121162415,0.10512255877256393,0.1257486790418625
430.6640625,0.26671627163887024,0.10367164760828018,0.12404024600982666
441.4306640625,0.26086780428886414,0.10220017284154892,0.12225808948278427
452.197265625,0.25488516688346863,0.10070718824863434,0.12039028853178024
462.9638671875,0.2500554919242859,0.09936981648206711,0.11875550448894501
473.73046875,0.2500734329223633,0.09869438409805298,0.11832470446825027
484.4970703125,0.2500912845134735,0.09801425784826279,0.11786076426506042
495.263671875,0.2501091957092285,0.09732942283153534,0.11736185848712921
506.0302734375,0.25012701749801636,0.09663968533277512,0.11682577431201935
516.796875,0.25300318002700806,0.09624569118022919,0.11682666838169098
527.5634765625,0.25919830799102783,0.09621115773916245,0.11748204380273819
538.330078125,0.26524877548217773,0.0961766242980957,0.11810214817523956
549.0966796875,0.27116426825523376,0.09614207595586777,0.11868881434202194
559.86328125,0.27695348858833313,0.09610753506422043,0.11924342811107635
570.6298828125,0.2807226777076721,0.09590450674295425,0.11983747035264969
581.396484375,0.2836335301399231,0.09562859684228897,0.1204153448343277
592.1630859375,0.28651484847068787,0.09535188972949982,0.12094628810882568
602.9296875,0.2893674671649933,0.09507438540458679,0.12143222242593765
613.6962890625,0.2921922504901886,0.09479604661464691,0.12187452614307404
624.462890625,0.2927970886230469,0.09448812901973724,0.12253726273775101
635.2294921875,0.29327383637428284,0.09417752921581268,0.12316063046455383
645.99609375,0.29374977946281433,0.09386591613292694,0.12373165786266327
656.7626953125,0.29422494769096375,0.09355325251817703,0.12425246089696884
667.529296875,0.2947530746459961,0.09315160661935806,0.12462127953767776
678.2958984375,0.29550766944885254,0.09237290918827057,0.1245083287358284
689.0625,0.2962602972984314,0.0915876030921936,0.12435568869113922
699.8291015625,0.2970110774040222,0.09079549461603165,0.12416274845600128
710.595703125,0.2977599501609802,0.08999643474817276,0.12392880767583847
721.3623046875,0.2978378236293793,0.0891895666718483,0.12357473373413086
732.12890625,0.2970491647720337,0.08837450295686722,0.1230897456407547
742.8955078125,0.2962583303451538,0.08755185455083847,0.12257833033800125
753.662109375,0.29546546936035156,0.08672142028808594,0.12203961610794067
764.4287109375,0.294670432806015,0.08588293939828873,0.12147233635187149
775.1953125,0.2924714684486389,0.0850696861743927,0.12082844227552414
785.9619140625,0.2895941734313965,0.0842643678188324,0.12014114111661911
796.728515625,0.28668802976608276,0.0834512859582901,0.11943287402391434
807.4951171875,0.28375208377838135,0.0826302096247673,0.11870309710502625
818.26171875,0.2807855010032654,0.08180087059736252,0.11795066297054291
829.0283203125,0.2797154486179352,0.0813629999756813,0.11775977164506912
839.794921875,0.27879267930984497,0.08095424622297287,0.117598757147789
850.5615234375,0.27786701917648315,0.08054346591234207,0.1174226850271225
861.328125,0.2769381105899811,0.08013050258159637,0.11723119765520096
872.0947265625,0.27602362632751465,0.07971804589033127,0.11704125255346298
882.861328125,0.27518996596336365,0.07931575924158096,0.11691440641880035
893.6279296875,0.27435383200645447,0.07891146093606949,0.1167721077799797
904.39453125,0.27351516485214233,0.07850508391857147,0.1166146919131279
915.1611328125,0.2726738750934601,0.07809659093618393,0.11644245684146881
925.927734375,0.27101197838783264,0.07764293253421783,0.11616578698158264
936.6943359375,0.26819002628326416,0.07712636142969131,0.1157502606511116
947.4609375,0.2653380334377289,0.07660631835460663,0.11532220989465714
958.2275390625,0.2624550759792328,0.07608271390199661,0.11488161236047745
968.994140625,0.2595401108264923,0.0755554810166359,0.11442835628986359
979.7607421875,0.25645819306373596,0.07493055611848831,0.11367510259151459
990.52734375,0.2532699704170227,0.07425226271152496,0.11276283860206604
1001.2939453125,0.250041127204895,0.073567695915699,0.1118374839425087
1012.060546875,0.24677008390426636,0.07287673652172089,0.11089830100536346
1022.8271484375,0.24345505237579346,0.07217912375926971,0.10994493216276169
1033.59375,0.2410399615764618,0.07162196189165115,0.10907716304063797
1044.3603515625,0.23882168531417847,0.07109485566616058,0.10821962356567383
1055.126953125,0.23658256232738495,0.07056380808353424,0.10734798014163971
1065.8935546875,0.23432208597660065,0.07002872973680496,0.10646197199821472
1076.66015625,0.23203954100608826,0.06948952376842499,0.10556083172559738
1087.4267578125,0.22932416200637817,0.06895078718662262,0.10471447557210922
1098.193359375,0.2263537347316742,0.06841031461954117,0.10388865321874619
1108.9599609375,0.22334378957748413,0.06786554306745529,0.10304462909698486
1119.7265625,0.22029271721839905,0.06731636822223663,0.1021813154220581
1130.4931640625,0.21719883382320404,0.06676266342401505,0.10129755735397339
1141.259765625,0.21442413330078125,0.06627769023180008,0.10056956857442856
1152.0263671875,0.2129814475774765,0.0660637617111206,0.10048238933086395
1162.79296875,0.211528941988945,0.06584911048412323,0.1003774031996727
1173.5595703125,0.21006639301776886,0.06563376635313034,0.10025481134653091
1184.326171875,0.20859353244304657,0.06541770696640015,0.10011455416679382
1195.0927734375,0.20711025595664978,0.06520094722509384,0.09995710849761963
1205.859375,0.20635369420051575,0.06504718214273453,0.10009384900331497
1216.6259765625,0.20640337467193604,0.06496306508779526,0.10054434835910797
1227.392578125,0.2064530849456787,0.06487885117530823,0.10096589475870132
1238.1591796875,0.2065027803182602,0.06479451805353165,0.10136070847511292
1248.92578125,0.2065524160861969,0.06471006572246552,0.1017308384180069
1259.6923828125,0.2066020518541336,0.06462550163269043,0.10207799077033997
1270.458984375,0.20654988288879395,0.06451314687728882,0.10251396149396896
1281.2255859375,0.206363245844841,0.0643639862537384,0.10306519269943237
1291.9921875,0.20617638528347015,0.06421446800231934,0.10358485579490662
1302.7587890625,0.20598940551280975,0.06406460702419281,0.10407674312591553
1313.525390625,0.20580223202705383,0.06391439586877823,0.10454311221837997
1324.2919921875,0.20561490952968597,0.06376384198665619,0.10498614609241486
1335.05859375,0.20546036958694458,0.06361504644155502,0.10541374981403351
1345.8251953125,0.20584210753440857,0.06350063532590866,0.105922169983387
1356.591796875,0.20622318983078003,0.06338605284690857,0.10640982538461685
1367.3583984375,0.2066035121679306,0.06327122449874878,0.10687847435474396
1378.125,0.20698317885398865,0.06315620243549347,0.10732977837324142
1388.8916015625,0.207362100481987,0.06304096430540085,0.10776472836732864
1399.658203125,0.2077404111623764,0.06292553246021271,0.10818475484848022
1410.4248046875,0.20802442729473114,0.06272204220294952,0.10832065343856812
1421.19140625,0.2081257402896881,0.06234569102525711,0.10792197287082672
1431.9580078125,0.2082270234823227,0.06196705251932144,0.10751742869615555
