freq_hz,data_mean_magnitude,model_inversion_magnitude
0.0,3.976780238446054e-09,1.819006834047343e-09
10.7666015625,0.413350909948349,0.09523077309131622
21.533203125,0.5845664739608765,0.13467665016651154
32.2998046875,0.715944766998291,0.16494454443454742
43.06640625,0.826701819896698,0.19046154618263245
53.8330078125,0.8846945762634277,0.20631074905395508
64.599609375,0.8135055303573608,0.20076189935207367
75.3662109375,0.7354575991630554,0.19505524635314941
86.1328125,0.6480777263641357,0.1891765296459198
96.8994140625,0.54691082239151,0.18310914933681488
107.666015625,0.485002338886261,0.18091511726379395
118.4326171875,0.48006877303123474,0.18288204073905945
129.19921875,0.47508394718170166,0.1848280429840088
139.9658203125,0.47004637122154236,0.1867537498474121
150.732421875,0.46495410799980164,0.18865983188152313
161.4990234375,0.46048521995544434,0.18742039799690247
172.265625,0.456217885017395,0.18503285944461823
183.0322265625,0.45191025733947754,0.18261407315731049
193.798828125,0.4475611746311188,0.18016283214092255
204.5654296875,0.4431694447994232,0.17767779529094696
215.33203125,0.44073593616485596,0.17484967410564423
226.0986328125,0.43832603096961975,0.1719691902399063
236.865234375,0.43590283393859863,0.16903963685035706
247.6318359375,0.4334661364555359,0.16605843603610992
258.3984375,0.4291699230670929,0.16271363198757172
269.1650390625,0.41842782497406006,0.15822041034698486
279.931640625,0.4074026048183441,0.15359580516815186
290.6982421875,0.39607059955596924,0.14882755279541016
301.46484375,0.3844046890735626,0.14390140771865845
312.2314453125,0.3733265697956085,0.13940848410129547
322.998046875,0.36300307512283325,0.13546396791934967
333.7646484375,0.35237735509872437,0.13140112161636353
344.53125,0.34142109751701355,0.12720860540866852
355.2978515625,0.3301013708114624,0.12287310510873795
366.064453125,0.31992074847221375,0.11946200579404831
376.8310546875,0.31002867221832275,0.11638577282428741
387.59765625,0.29981034994125366,0.11322597414255142
398.3642578125,0.28923124074935913,0.1099754273891449
409.130859375,0.2782503366470337,0.10662586241960526
419.8974609375,0.27243927121162415,0.10512255877256393
430.6640625,0.26671627163887024,0.10367164760828018
441.4306640625,0.26086780428886414,0.10220017284154892
452.197265625,0.25488516688346863,0.10070718824863434
462.9638671875,0.2500554919242859,0.09936981648206711
473.73046875,0.2500734329223633,0.09869438409805298
484.4970703125,0.2500912845134735,0.09801425784826279
495.263671875,0.2501091957092285,0.09732942283153534
506.0302734375,0.25012701749801636,0.09663968533277512
516.796875,0.25300318002700806,0.09624569118022919
527.5634765625,0.25919830799102783,0.09621115773916245
538.330078125,0.26524877548217773,0.0961766242980957
549.0966796875,0.27116426825523376,0.09614207595586777
559.86328125,0.27695348858833313,0.09610753506422043
570.6298828125,0.2807226777076721,0.09590450674295425
581.396484375,0.2836335301399231,0.09562859684228897
592.1630859375,0.28651484847068787,0.09535188972949982
602.9296875,0.2893674671649933,0.09507438540458679
613.6962890625,0.2921922504901886,0.09479604661464691
624.462890625,0.2927970886230469,0.09448812901973724
635.2294921875,0.29327383637428284,0.09417752921581268
645.99609375,0.29374977946281433,0.09386591613292694
656.7626953125,0.29422494769096375,0.09355325251817703
667.529296875,0.2947530746459961,0.09315160661935806
678.2958984375,0.29550766944885254,0.09237290918827057
689.0625,0.2962602972984314,0.0915876030921936
699.8291015625,0.2970110774040222,0.09079549461603165
710.595703125,0.2977599501609802,0.08999643474817276
721.3623046875,0.2978378236293793,0.0891895666718483
732.12890625,0.2970491647720337,0.08837450295686722
742.8955078125,0.2962583303451538,0.08755185455083847
753.662109375,0.29546546936035156,0.08672142028808594
764.4287109375,0.294670432806015,0.08588293939828873
775.1953125,0.2924714684486389,0.0850696861743927
785.9619140625,0.2895941734313965,0.0842643678188324
796.728515625,0.28668802976608276,0.0834512859582901
807.4951171875,0.28375208377838135,0.0826302096247673
818.26171875,0.2807855010032654,0.08180087059736252
829.0283203125,0.2797154486179352,0.0813629999756813
839.794921875,0.27879267930984497,0.08095424622297287
850.5615234375,0.27786701917648315,0.08054346591234207
861.328125,0.2769381105899811,0.08013050258159637
872.0947265625,0.27602362632751465,0.07971804589033127
882.861328125,0.27518996596336365,0.07931575924158096
893.6279296875,0.27435383200645447,0.07891146093606949
904.39453125,0.27351516485214233,0.07850508391857147
915.1611328125,0.2726738750934601,0.07809659093618393
925.927734375,0.27101197838783264,0.07764293253421783
936.6943359375,0.26819002628326416,0.07712636142969131
947.4609375,0.2653380334377289,0.07660631835460663
958.2275390625,0.2624550759792328,0.07608271390199661
968.994140625,0.2595401108264923,0.0755554810166359
979.7607421875,0.25645819306373596,0.07493055611848831
990.52734375,0.2532699704170227,0.07425226271152496
1001.2939453125,0.250041127204895,0.073567695915699
1012.060546875,0.24677008390426636,0.07287673652172089
1022.8271484375,0.24345505237579346,0.07217912375926971
1033.59375,0.2410399615764618,0.07162196189165115
1044.3603515625,0.23882168531417847,0.07109485566616058
1055.126953125,0.23658256232738495,0.07056380808353424
1065.8935546875,0.23432208597660065,0.07002872973680496
1076.66015625,0.23203954100608826,0.06948952376842499
1087.4267578125,0.22932416200637817,0.06895078718662262
1098.193359375,0.2263537347316742,0.06841031461954117
1108.9599609375,0.22334378957748413,0.06786554306745529
1119.7265625,0.22029271721839905,0.06731636822223663
1130.4931640625,0.21719883382320404,0.06676266342401505
1141.259765625,0.21442413330078125,0.06627769023180008
1152.0263671875,0.2129814475774765,0.0660637617111206
1162.79296875,0.211528941988945,0.06584911048412323
1173.5595703125,0.21006639301776886,0.06563376635313034
1184.326171875,0.20859353244304657,0.06541770696640015
1195.0927734375,0.20711025595664978,0.06520094722509384
1205.859375,0.20635369420051575,0.06504718214273453
1216.6259765625,0.20640337467193604,0.06496306508779526
1227.392578125,0.2064530849456787,0.06487885117530823
1238.1591796875,0.2065027803182602,0.06479451805353165
1248.92578125,0.2065524160861969,0.06471006572246552
1259.6923828125,0.2066020518541336,0.06462550163269043
1270.458984375,0.20654988288879395,0.06451314687728882
1281.2255859375,0.206363245844841,0.0643639862537384
1291.9921875,0.20617638528347015,0.06421446800231934
1302.7587890625,0.20598940551280975,0.06406460702419281
1313.525390625,0.20580223202705383,0.06391439586877823
