freq_hz,alpha_-2,alpha_-1,alpha_0,alpha_1,alpha_2
0.0,0.0,0.0,0.0,0.0,0.0
10.7666015625,2.783911035070658,1.16720280710136,0.5359745857821795,0.26268661363687645,0.13737117947329983
21.533203125,3.9370447422370463,1.650674039842691,0.7579825283004599,0.3714949716591316,0.1942721850899593
32.2998046875,4.821875356494042,2.021654564636571,0.9283352141404181,0.45498656128728354,0.23793386234294486
43.06640625,5.567822070141316,2.3344056142027196,1.071949171564358,0.5253732272737509,0.2747423589460152
53.8330078125,5.963150174029128,2.5131924007251274,1.1611511206509775,0.5728825733084586,0.3016308277931317
64.599609375,5.505093110211186,2.3788725514348497,1.1299211020858673,0.5732743019463262,0.3100155682509839
75.3662109375,5.00529123090412,2.2365002098988884,1.0978030191654875,0.5736657630916882,0.3181794286887021
86.1328125,4.449700041602435,2.0844260029527053,1.0647165072632145,0.574056957291775,0.32613899663070584
96.8994140625,3.814016336397597,1.9203464100763201,1.0305682960331635,0.5744478850919529,0.33390888189184875
107.666015625,3.337170912853476,1.7984157010499848,1.0182199092837179,0.5984098074815415,0.3685993560694101
118.4326171875,3.104535606559853,1.729765912860975,1.02929032745176,0.6441107304100148,0.4244893169171833
129.19921875,2.8529936843954946,1.6582765730747138,1.040242939274168,0.6867772334378571,0.47383211695631056
139.9658203125,2.577014667013601,1.5835631570357622,1.051081427499206,0.726943810557452,0.518500308526186
150.732421875,2.267694032449232,1.5051456247930706,1.0618092869050342,0.765004339234113,0.5596143894005553
161.4990234375,2.040771128695249,1.419434425520241,1.0548333553141531,0.8138540236599965,0.655604998512924
172.265625,1.8367253740793852,1.3270627589771258,1.041395724790766,0.8641578437245551,0.7565470478141177
183.0322265625,1.6069764776928261,1.2277609882122775,1.0277824204283985,0.9116902905668028,0.8455228897182486
193.798828125,1.3383522331318543,1.1196867964247836,1.0139863667085613,0.9568644590311055,0.9259883792568758
204.5654296875,1.0,1.0,1.0,1.0,1.0
215.33203125,0.9253876486978999,0.9452516669589218,0.9840827178282111,1.0530028459577017,1.1745404316997716
226.0986328125,0.85128729123086,0.8886678578552987,0.9678710220781529,1.1036677299657685,1.3279625455829813
236.865234375,0.770089477956764,0.828227269100475,0.9513831169560755,1.1521067323562355,1.4654090962065343
247.6318359375,0.679253675667837,0.7630139297405618,0.9346043842607988,1.1985897493777142,1.5910258062075926
258.3984375,0.5890171337916204,0.6995005968079235,0.9157793225203401,1.2391015421739222,1.7211200731682617
269.1650390625,0.5394556315140885,0.658340946922723,0.8904906436172382,1.2642709202484308,1.8848888326260873
279.931640625,0.4848541768866569,0.6144302400236944,0.8644624949550285,1.2889489081239136,2.035523892381079
290.6982421875,0.42326678031309367,0.5671298240403536,0.8376259451556539,1.313163209856966,2.175754839486777
301.46484375,0.35103555630274835,0.5155074730559284,0.809900637616697,1.3369390201837437,2.3074793014555812
312.2314453125,0.2981425669474344,0.4750917368170696,0.7846135100040645,1.3517708758826876,2.4314179757554837
322.998046875,0.2804251705584992,0.4509547942692587,0.7624133442707194,1.3569676457367126,2.5486339842813184
333.7646484375,0.2615101572396727,0.42545069580034606,0.7395470606818922,1.3621445893398487,2.66069107542392
