frequency_hz,V6,V8,inline-4,inline-6,single-cylinder
2853.1494140625,-13.328699301082676,-15.70674046533323,-14.801921233096143,-14.54719586286097,-11.903391417655266
2863.916015625,-13.408780650053192,-15.738703894163574,-14.80818151803977,-14.566906648507675,-11.948369520690521
2874.6826171875,-13.430850032036108,-15.797750090685295,-14.843369732210814,-14.621566405101458,-11.976685847933558
2885.44921875,-13.43767138991349,-15.799300789305931,-14.90837918527131,-14.652710772087584,-12.024309911500168
2896.2158203125,-13.471570245901471,-15.859002321817695,-14.880059880151308,-14.713148559509948,-12.06284290503723
2906.982421875,-13.48745045689844,-15.895064575541006,-14.921364032557587,-14.74298434989843,-12.137512509259906
2917.7490234375,-13.514989040031281,-15.961149677136124,-14.894304299121405,-14.776645693267186,-12.174370280083918
2928.515625,-13.54955050196493,-16.003102301439878,-14.960035392754369,-14.900596089143605,-12.211673887187958
2939.2822265625,-13.607508503849889,-16.060554730105437,-14.956301032831291,-14.946142440525138,-12.298295631856925
2950.048828125,-13.655395140622439,-16.12025183954741,-15.002860025294108,-15.032669758490767,-12.344146951312046
2960.8154296875,-13.654386703635126,-16.16641270090463,-15.041799180482226,-15.084398963193786,-12.379985842398929
2971.58203125,-13.67933709834098,-16.19132311518195,-15.071108463778884,-15.11084266264299,-12.431540240666491
2982.3486328125,-13.710665789734332,-16.273279705009948,-15.072500907334486,-15.152834132766122,-12.443689308307267
2993.115234375,-13.74985737371664,-16.29409854418573,-15.100468562032365,-15.233096967263721,-12.503177558664103
3003.8818359375,-13.773635609135354,-16.36023701577334,-15.08823305688972,-15.305801401966425,-12.493820709019595
3014.6484375,-13.792868387852725,-16.43049624721429,-15.156695349838262,-15.374887009034454,-12.515804043174876
3025.4150390625,-13.811818183952603,-16.478638495739826,-15.155962704361949,-15.377097537832658,-12.523691062293048
3036.181640625,-13.827825325836073,-16.50322089704322,-15.20961725680594,-15.4500611128164,-12.52020032703265
3046.9482421875,-13.853395962511389,-16.52652120778624,-15.240621642659416,-15.47540981176393,-12.57188920442603
3057.71484375,-13.864241818152376,-16.57991238026191,-15.291350852270012,-15.542247232583042,-12.579895613430995
3068.4814453125,-13.889467283045402,-16.63233742941433,-15.304414465347051,-15.581286184895877,-12.607645131829166
3079.248046875,-13.923957085053065,-16.69424036411044,-15.346073587148595,-15.649756586966564,-12.634748485175564
3090.0146484375,-13.956847715644258,-16.754143633269596,-15.37624279609182,-15.602434383924514,-12.647967096721347
3100.78125,-13.991833113131687,-16.77577888904907,-15.412841946701116,-15.651932370022442,-12.686935464552528
3111.5478515625,-14.034195943615483,-16.796813752880013,-15.445698499311332,-15.67209754688602,-12.737616853911746
3122.314453125,-14.065504883403378,-16.818575619164854,-15.472293308996388,-15.704072379747208,-12.780981013648322
3133.0810546875,-14.076445174125563,-16.860002276443975,-15.488858378520813,-15.733845842015995,-12.818700431686077
3143.84765625,-14.097178583989553,-16.920111414993826,-15.50405879239764,-15.754782770003425,-12.845885057411563
3154.6142578125,-14.127872638550595,-16.973669562057587,-15.498617047186556,-15.741734117409262,-12.923607181481376
3165.380859375,-14.141574784255472,-16.998279115634958,-15.538471074831044,-15.759856953920094,-12.961413192266535
3176.1474609375,-14.188013054566024,-17.00868078273573,-15.552320936077066,-15.79203546483395,-13.031025429840673
3186.9140625,-14.18813118636309,-17.047155682482074,-15.572222250601541,-15.840931787845266,-13.070843119944964
3197.6806640625,-14.216633231029228,-17.079832199424825,-15.607330362951753,-15.862552917965699,-13.095056948153918
3208.447265625,-14.226490119181712,-17.10843008802924,-15.61359001266366,-15.863623029056013,-13.127107402318128
3219.2138671875,-14.263166066425711,-17.15032933593406,-15.653986327725754,-15.918929750201615,-13.129850618777386
3229.98046875,-14.312549814852932,-17.20123278388181,-15.662592646771017,-15.92398899077506,-13.148935452999842
3240.7470703125,-14.298741883043668,-17.245661146129958,-15.719483858750003,-15.991355716738271,-13.158728989476629
3251.513671875,-14.307889646708066,-17.30613261216238,-15.730832287097783,-16.026495141266846,-13.145772943286795
3262.2802734375,-14.327663871376576,-17.346418939035516,-15.729167973240507,-16.059392992250718,-13.167224529899238
3273.046875,-14.297253603997103,-17.396990389517384,-15.71526168894733,-16.053283900951936,-13.158225856948427
3283.8134765625,-14.312369561678867,-17.431588935967852,-15.730340446213471,-16.09713572061227,-13.167663454622444
3294.580078125,-14.306701681522703,-17.452177540688783,-15.706603516957358,-16.126025789322895,-13.18148833914812
3305.3466796875,-14.318292201633927,-17.496759591819536,-15.721744178885213,-16.16652860062015,-13.208541716301799
3316.11328125,-14.334607732999292,-17.53996925132073,-15.691814232938132,-16.16522726682178,-13.241704984996593
3326.8798828125,-14.335253701411744,-17.57809604202999,-15.702036181852147,-16.22055254626234,-13.295929353211227
3337.646484375,-14.399201241645109,-17.594685703627704,-15.663709418914262,-16.202523551383713,-13.30781336299842
3348.4130859375,-14.411393993815242,-17.59773113616917,-15.694606674814818,-16.2588120600186,-13.357802906747368
3359.1796875,-14.424671525390206,-17.635933091129566,-15.71506826866376,-16.298072497030493,-13.359001037432368
3369.9462890625,-14.448623942372727,-17.648422581116698,-15.763619541929014,-16.35010286774384,-13.396879259186106
3380.712890625,-14.465465578818268,-17.676740412090606,-15.797576238296756,-16.385396683760877,-13.428446314596341
3391.4794921875,-14.493654993474024,-17.725186878047534,-15.847795044200165,-16.386801463110032,-13.455384162427203
3402.24609375,-14.517810469898166,-17.741879139543336,-15.834871680720681,-16.448076188409505,-13.472873865555085
3413.0126953125,-14.53222600962031,-17.760360836961183,-15.875075643228705,-16.476357339676703,-13.512343845514135
3423.779296875,-14.542726779514286,-17.769185887924813,-15.891720702459349,-16.517619230728926,-13.51057470724721
3434.5458984375,-14.53847519770985,-17.84337068814817,-15.93436985724481,-16.569078165984674,-13.55334353755095
3445.3125,-14.550104060162564,-17.86471694944764,-15.950824552203411,-16.585164762653807,-13.557025135929674
3456.0791015625,-14.58104872372509,-17.890878789040745,-15.953582997155898,-16.616547135966247,-13.62335835189466
3466.845703125,-14.599668641450535,-17.91149877641798,-15.987751493301392,-16.626717248807196,-13.641469877972098
3477.6123046875,-14.630065296506391,-17.93785378449199,-15.990839135216643,-16.662886523147478,-13.670006922562859
3488.37890625,-14.64211004426781,-17.947662064280546,-16.02794691299823,-16.73643002384312,-13.717823074561863
3499.1455078125,-14.676189292836266,-17.984205253700402,-16.084646357314945,-16.728738467129624,-13.75989719587279
3509.912109375,-14.67722703174411,-18.002480296633863,-16.153903028697478,-16.794911396790145,-13.76166616177719
3520.6787109375,-14.676087016615583,-18.035697775363,-16.16117391729733,-16.77464091387197,-13.771326844873979
3531.4453125,-14.698599167354907,-18.00175494154571,-16.21906687845138,-16.799929240954178,-13.795922952948688
3542.2119140625,-14.719146043380377,-18.00565224280713,-16.220551157671085,-16.82049989912995,-13.826202123561503
3552.978515625,-14.75289669651077,-18.01546536787465,-16.27069936136507,-16.854794855821208,-13.831673353382932
3563.7451171875,-14.775527585624943,-18.031627993383424,-16.284881313615198,-16.897978755395464,-13.853444640603056
3574.51171875,-14.777981298455206,-18.026135108098046,-16.288644143488884,-16.93318964166048,-13.863327084577993
3585.2783203125,-14.813884423671716,-18.07231020294335,-16.311547727083674,-16.94963471847738,-13.879642175120665
3596.044921875,-14.852095093439232,-18.084955723331372,-16.337326051394594,-16.97702142754805,-13.89283475659856
3606.8115234375,-14.88787252630074,-18.114900754470003,-16.326371580470845,-17.009211337253845,-13.930556766984015
3617.578125,-14.934183338094954,-18.104568672695933,-16.38228031642856,-17.07307802138246,-13.970634559964603
3628.3447265625,-14.95838184170767,-18.131168509355255,-16.38170755385693,-17.10597431127726,-13.988970658779843
3639.111328125,-15.03204467283901,-18.147107350361132,-16.44394123828049,-17.15268468940314,-14.028934841769416
3649.8779296875,-15.045966556580858,-18.184542920890124,-16.490748822316945,-17.205495947426996,-14.05155528646169
3660.64453125,-15.11671008677311,-18.224410142767216,-16.50552263937834,-17.241237968625857,-14.095231399401369
3671.4111328125,-15.150070096506344,-18.24005407325884,-16.59211006878429,-17.300748800234746,-14.149741371084446
3682.177734375,-15.202808525235096,-18.25069761507101,-16.602443250015273,-17.32384347355695,-14.17915459581854
3692.9443359375,-15.209830006874917,-18.258805814450383,-16.652813597918303,-17.392664776708404,-14.229709987820103
3703.7109375,-15.28596404494046,-18.30344604716474,-16.697037645497524,-17.44425625585287,-14.26436577493251
3714.4775390625,-15.33055077601961,-18.339628577497606,-16.743909919265057,-17.510947370208655,-14.302398836619952
3725.244140625,-15.378265264972399,-18.39609052018708,-16.821561012536637,-17.578521644096835,-14.345556236492124
3736.0107421875,-15.423848201381702,-18.397052296192506,-16.84441472498916,-17.620029182410736,-14.381315590389269
3746.77734375,-15.482555354313714,-18.417098266065693,-16.891467345781685,-17.655960336409297,-14.464246470846387
3757.5439453125,-15.498042870182928,-18.421870910587504,-16.94777191772224,-17.709489995557423,-14.509627304044983
3768.310546875,-15.568549824020003,-18.463453535949057,-16.996280624482022,-17.746167805902086,-14.541913167888758
3779.0771484375,-15.59434817044621,-18.480408277248575,-17.054300615923555,-17.80336100913146,-14.603666940002269
3789.84375,-15.642490415589442,-18.498151784412734,-17.09358312127632,-17.869733300755744,-14.647351063551964
3800.6103515625,-15.638805348185361,-18.512492621279776,-17.13281429039563,-17.910724240296965,-14.719096949842752
3811.376953125,-15.694232316322228,-18.52830519333888,-17.220960177205498,-17.94682208371911,-14.791901902499278
3822.1435546875,-15.76848351884227,-18.532027524269353,-17.226799207090078,-17.984105631068037,-14.859388542378914
3832.91015625,-15.798683920755504,-18.57216067815466,-17.31087753814551,-18.046086496371796,-14.921754820313893
3843.6767578125,-15.832971458227124,-18.605849344270702,-17.331857214872418,-18.135650294311784,-14.9382089445979
3854.443359375,-15.882966193426775,-18.651857617191094,-17.406661362543403,-18.204032709162394,-15.004500775202315
3865.2099609375,-15.914472702864082,-18.68411783023587,-17.424924771489657,-18.295087069639475,-15.072471750750946
3875.9765625,-15.964178234154357,-18.70508883532403,-17.527959173580754,-18.38518277981076,-15.1539659794689
3886.7431640625,-16.02100872978938,-18.768177512453423,-17.578785593157832,-18.446685916866716,-15.187540168844569
3897.509765625,-16.07286036282406,-18.777013435404037,-17.66356356470147,-18.510974365001964,-15.249983678928423
3908.2763671875,-16.126636065755143,-18.837902245644337,-17.686984788761585,-18.57905975502993,-15.290101134656833
3919.04296875,-16.13579051836491,-18.859978208555546,-17.7621348581251,-18.67677253166575,-15.357065268276358
3929.8095703125,-16.189382850904508,-18.92979627611944,-17.826761763642544,-18.769244993418614,-15.404231202614513
3940.576171875,-16.25918143506682,-18.96770728471422,-17.94510127863712,-18.868876921188864,-15.489780010098489
3951.3427734375,-16.326534971417544,-19.026366732648917,-17.9846380979184,-18.960707658995197,-15.540493655599454
3962.109375,-16.407535873908262,-19.07853083332004,-18.063924145101485,-19.05356335325498,-15.6480313081453
3972.8759765625,-16.461307780201142,-19.153545523502387,-18.101778745030764,-19.122187482914725,-15.698169825882957
3983.642578125,-16.532659854842045,-19.197743409655565,-18.191004926568468,-19.218788654086126,-15.814524341758178
3994.4091796875,-16.59205915383005,-19.2735610682829,-18.237288378645136,-19.320606903333427,-15.875763532319828
4005.17578125,-16.655881454514937,-19.30275700431594,-18.295139280468213,-19.4255287578209,-15.972263050598142
4015.9423828125,-16.751146745333756,-19.38000591698347,-18.355833988964328,-19.54217787580812,-16.04378008194036
4026.708984375,-16.808240235231,-19.435575457746754,-18.40922673305598,-19.640562661674036,-16.131275541966666
4037.4755859375,-16.872978169327904,-19.48841724671398,-18.465843481058748,-19.68040750093646,-16.209028083799556
4048.2421875,-16.93310936103482,-19.53214865724901,-18.544703753366562,-19.79328745807889,-16.320277712530544
4059.0087890625,-16.988318561689503,-19.574628128159205,-18.636014944541746,-19.833726173748598,-16.369693524462356
4069.775390625,-17.068019102803735,-19.640108461537586,-18.69225504514998,-19.935980383853767,-16.459896357561075
4080.5419921875,-17.121329253778065,-19.676408569674997,-18.759919435530442,-20.040508161835575,-16.53261841901554
4091.30859375,-17.22514988278799,-19.76299163210405,-18.826077721723912,-20.123217583599786,-16.62817020278951
4102.0751953125,-17.292042899663784,-19.833010213574642,-18.938438469418518,-20.19967264268804,-16.706882412274652
4112.841796875,-17.351212004224603,-19.879173929654918,-19.02615600913202,-20.269492583629187,-16.790140416556913
4123.6083984375,-17.403624990774173,-19.930797201047188,-19.09602899280512,-20.316615919780624,-16.872598852039975
4134.375,-17.455888456981505,-20.003920043545325,-19.14606013889664,-20.418658306486442,-16.96147021734932
4145.1416015625,-17.511851823782226,-20.072468973921083,-19.221983969919,-20.468092836021942,-17.022679203425394
4155.908203125,-17.577265682897114,-20.160694736656644,-19.270759506948487,-20.581743996826024,-17.10883470803529
4166.6748046875,-17.647480426064874,-20.19674021294009,-19.354919285877518,-20.666928157350885,-17.20443783109856
4177.44140625,-17.726270245244713,-20.270669243364125,-19.43386605219644,-20.72821214864572,-17.2899165975647
4188.2080078125,-17.779954939079403,-20.320588490950744,-19.53418527469115,-20.823637374450353,-17.384787818734686
4198.974609375,-17.84614268378272,-20.408379753671802,-19.59980005831968,-20.9195112744474,-17.468021199107927
4209.7412109375,-17.90701989625041,-20.481077290583126,-19.70619865385304,-21.01575901336864,-17.594359140606826
4220.5078125,-18.014866660396027,-20.540641833694647,-19.82721483833933,-21.173923433464065,-17.705812209770148
4231.2744140625,-18.091733221758876,-20.592189243882387,-19.92218924206891,-21.261650032686724,-17.833615635343865
4242.041015625,-18.196688062474113,-20.653253482161404,-20.038162775166086,-21.401717414040167,-17.95848320936739
4252.8076171875,-18.293655951128624,-20.71197857329009,-20.13203820936662,-21.500330094582388,-18.05740094177515
4263.57421875,-18.3390681260658,-20.797007043772137,-20.223922949716666,-21.614085269616115,-18.164242096402276
4274.3408203125,-18.397918672223444,-20.848557994067512,-20.297148652268167,-21.72941310423125,-18.27725084548954
4285.107421875,-18.443266138451246,-20.878217937428786,-20.365217065299127,-21.802485364447012,-18.39519970449277
4295.8740234375,-18.486183116493912,-20.898770674722385,-20.444953305828932,-21.88035907533651,-18.517934833157593
4306.640625,-18.58118265753563,-20.956507727158126,-20.53083888097984,-21.936985667696405,-18.59736246057555
4317.4072265625,-18.64055633415071,-21.01194131558417,-20.580636156728385,-22.030255627400262,-18.712933002029548
4328.173828125,-18.709448484117523,-21.068762009108113,-20.639809715044905,-22.10836202775801,-18.783516416974685
4338.9404296875,-18.743939491260733,-21.145911352604674,-20.698382086883726,-22.19692003916265,-18.872332460749465
4349.70703125,-18.7787423106591,-21.226533855399058,-20.77296659383995,-22.25827708784418,-18.978666495713664
4360.4736328125,-18.859590709015183,-21.295270733374554,-20.83467866243928,-22.347913505705158,-19.07112819104585
4371.240234375,-18.948935841158413,-21.391619476610945,-20.924025318037483,-22.421975536309034,-19.174284341134296
4382.0068359375,-19.027563466663473,-21.45238520347783,-21.00451410451056,-22.523443075754496,-19.24144468345646
4392.7734375,-19.143932153776813,-21.54204373641971,-21.067290156753756,-22.615209640197556,-19.368709641851947
4403.5400390625,-19.184998377741138,-21.585820533937703,-21.08892485230873,-22.740876399956438,-19.476500416021
4414.306640625,-19.227834587860084,-21.659707269116154,-21.15942372367241,-22.8222108477874,-19.585476219775472
4425.0732421875,-19.278133158875423,-21.749917924082048,-21.244484723638685,-22.933906328125637,-19.704726420827836
4435.83984375,-19.359713901279136,-21.812633326309555,-21.305741678716164,-23.02798419766854,-19.828635041076097
4446.6064453125,-19.43182744741008,-21.880054880208018,-21.413290166473445,-23.14959939256933,-19.954941875088153
4457.373046875,-19.487750731753575,-21.933688215695078,-21.502384043659664,-23.236914963099373,-20.064549629350207
4468.1396484375,-19.542650853496813,-21.99320750402947,-21.59086679365569,-23.345242413059164,-20.206591840363405
4478.90625,-19.611290571692773,-22.0723365262102,-21.684192741926445,-23.44540201902304,-20.336401668501654
4489.6728515625,-19.62697024066512,-22.142408256014427,-21.754945625379037,-23.55327274178225,-20.412937455875113
4500.439453125,-19.68130333904659,-22.23248224336484,-21.83989767649748,-23.60968292328731,-20.51954115907402
4511.2060546875,-19.73067509516106,-22.31729324860322,-21.89729905588545,-23.67290423025919,-20.60362372025922
4521.97265625,-19.806238258033734,-22.35127496263323,-21.956466574379682,-23.728044468300293,-20.715138820832284
4532.7392578125,-19.872768158757168,-22.405843642721173,-22.047126042185305,-23.801875159583705,-20.799166908794533
4543.505859375,-19.905663283549192,-22.44579624973266,-22.097968997326397,-23.872951123340687,-20.89144781285701
4554.2724609375,-19.971408406625972,-22.498015218243516,-22.169813283892005,-23.942039393902306,-20.971054371223502
4565.0390625,-20.008439405491448,-22.562402681211438,-22.206947907627022,-24.01531381239427,-21.040691251770347
4575.8056640625,-20.025807440980046,-22.623880865177124,-22.244569041893257,-24.036832433923735,-21.132994505937972
4586.572265625,-20.09716814497292,-22.704552582174188,-22.300814732722948,-24.11528379480418,-21.22699451311551
4597.3388671875,-20.136520953791536,-22.76337763134558,-22.386463927403753,-24.182000782131556,-21.32113441547668
4608.10546875,-20.186618463335048,-22.828496324866627,-22.455702866422975,-24.2506557636856,-21.429552535500047
4618.8720703125,-20.24439486356561,-22.91589216122065,-22.530668872346283,-24.328233401726195,-21.538616434471976
4629.638671875,-20.24605461792952,-22.98078843777441,-22.557775843438705,-24.37006547621861,-21.64793256896366
4640.4052734375,-20.32337510641072,-23.03204771978863,-22.607739662431214,-24.453248814169232,-21.75560510423682
4651.171875,-20.384424796053192,-23.11200828849673,-22.632761794038913,-24.534439407609284,-21.90763421631735
4661.9384765625,-20.435481352109583,-23.173319668785545,-22.697814752823426,-24.603653100179205,-22.00824261024965
4672.705078125,-20.52630526687655,-23.25562645456947,-22.791452667140664,-24.71227549980288,-22.129676867372034
4683.4716796875,-20.56435365958222,-23.276859939357546,-22.84941168822895,-24.77814980378241,-22.25185768355717
4694.23828125,-20.62871236253324,-23.325284075792048,-22.88093234250692,-24.86473253465451,-22.35377416403469
4705.0048828125,-20.713397565291938,-23.354207233284416,-22.977108373112006,-24.951679075098813,-22.455034674251046
4715.771484375,-20.731787074436046,-23.401499463890243,-23.041334835219445,-25.049583741213933,-22.537334256288617
4726.5380859375,-20.81752560640833,-23.458572901921336,-23.14648534102055,-25.12142333697468,-22.64772136378798
4737.3046875,-20.849374541563,-23.553384404480422,-23.22209318175048,-25.183362568543274,-22.72593362214295
4748.0712890625,-20.89958442710212,-23.615347613954984,-23.3202839118196,-25.24207227029204,-22.814111824077496
4758.837890625,-20.98103347769909,-23.66637176873157,-23.386289178484805,-25.285104553220705,-22.899770440645984
4769.6044921875,-21.014951573280385,-23.697514361664467,-23.419464553502273,-25.351060075354614,-22.996121005636468
4780.37109375,-21.079244039510115,-23.765351772814974,-23.461103711102997,-25.407805781958285,-23.098189189491737
4791.1376953125,-21.119429999050745,-23.83831860135544,-23.553061352460773,-25.433369089425177,-23.196990874856166
4801.904296875,-21.153593006973363,-23.884410602154087,-23.57186443413685,-25.4578088913434,-23.28338905568665
4812.6708984375,-21.211186427802346,-23.922045357009537,-23.641458158127314,-25.468022717512543,-23.328051062872586
4823.4375,-21.239149812473944,-23.953100808252888,-23.639901052542903,-25.510410169554806,-23.39346358833695
4834.2041015625,-21.272173112502966,-23.97582422072661,-23.712123789332004,-25.535841424250766,-23.464763592149087
4844.970703125,-21.32746838912914,-24.008146857863995,-23.73387151209775,-25.557783212611998,-23.50365257410611
4855.7373046875,-21.340297867174087,-24.057995960508777,-23.751142933005756,-25.612434069418022,-23.577831115564322
4866.50390625,-21.37510546930436,-24.087190472410192,-23.806956114178472,-25.63091628665859,-23.61934667585948
4877.2705078125,-21.383755448028477,-24.13284079951428,-23.8578314710105,-25.676741479331255,-23.713423243643902
4888.037109375,-21.429412871937814,-24.173437503636016,-23.898921324692587,-25.74353460143143,-23.7677319205975
4898.8037109375,-21.48043503793907,-24.234312557868574,-23.92575292258034,-25.787173639398848,-23.858023998071516
4909.5703125,-21.556333501490105,-24.311411351734183,-23.965621647016814,-25.860727455715324,-23.931297086431186
4920.3369140625,-21.614000383920846,-24.354876925713764,-24.021789369638824,-25.92605722629858,-24.025748313238505
4931.103515625,-21.690411475388213,-24.404723405625315,-24.01453189714625,-25.973515859577173,-24.104652878442547
4941.8701171875,-21.680901672222884,-24.458569282215834,-24.04531451825746,-26.053108888271368,-24.18528865873083
4952.63671875,-21.709822465225418,-24.49780142727095,-24.102041462837374,-26.10224593333206,-24.275550733583795
4963.4033203125,-21.753492238857522,-24.56499238090344,-24.1288163439407,-26.165124217911142,-24.355531167108875
4974.169921875,-21.840322497641434,-24.59359109019474,-24.19667478161439,-26.22518876159512,-24.378775893349975
4984.9365234375,-21.879408975950728,-24.63593664409999,-24.220146409757014,-26.274128559602428,-24.46563995715155
4995.703125,-21.902096755975357,-24.66699327492698,-24.276613047086812,-26.347268316631325,-24.54045611637306
5006.4697265625,-21.906562768475187,-24.683636594473466,-24.283085981436447,-26.396710020147356,-24.632518902359298
5017.236328125,-21.91940638704942,-24.737552168018823,-24.32514265374426,-26.428169120501682,-24.690634370145638
5028.0029296875,-21.933173265859043,-24.734469304801202,-24.366526238160503,-26.469202892939887,-24.758624121215096
5038.76953125,-21.996105956105797,-24.77997691131724,-24.407957605437844,-26.508374838337073,-24.85224225988745
5049.5361328125,-22.047786992842166,-24.7994551226044,-24.44132820155083,-26.534346680271987,-24.906221431681452
5060.302734375,-22.076266999092322,-24.849143541392934,-24.478879860112333,-26.569093672008,-24.96959548519089
5071.0693359375,-22.09526064350641,-24.867984619408542,-24.500265111926154,-26.562017781784185,-25.032259100016596
5081.8359375,-22.122024474197133,-24.899348023811807,-24.520927667512062,-26.580710971088646,-25.072755711871288
5092.6025390625,-22.140324717731847,-24.911095648970434,-24.586518253309126,-26.572853994483932,-25.12731356224855
5103.369140625,-22.169687650834558,-24.941980819194594,-24.604854988840316,-26.619547668559196,-25.194012933115037
5114.1357421875,-22.201948711877133,-24.965261047038577,-24.668642747980133,-26.646427807298746,-25.234450730456768
5124.90234375,-22.24189040765679,-25.04122366476173,-24.676058613256302,-26.682218340712293,-25.293248676304035
5135.6689453125,-22.2730964662796,-25.065955677029017,-24.749025728201065,-26.673689681868062,-25.337535130733396
5146.435546875,-22.285557801400255,-25.109903713219914,-24.77281896152266,-26.72098018061344,-25.369600174036417
5157.2021484375,-22.298724259828948,-25.11847900823792,-24.810287405599237,-26.75441031905622,-25.427352628028103
5167.96875,-22.342916588996562,-25.17305065144141,-24.847696556292867,-26.80083880436001,-25.47511493362273
5178.7353515625,-22.382947556287018,-25.20740878668436,-24.869115136588945,-26.85739036256005,-25.549669711240302
5189.501953125,-22.422412960523374,-25.272248244554984,-24.891119588994627,-26.89792503243214,-25.568488311454768
5200.2685546875,-22.456458553375487,-25.30573024818206,-24.938690890913385,-26.90530551371479,-25.5975036431204
5211.03515625,-22.53288995500305,-25.341241476346003,-24.963673406900085,-26.971548250137218,-25.67069190154913
5221.8017578125,-22.542554725776778,-25.360042775329518,-25.035642457407786,-27.017641347031073,-25.741925307848934
5232.568359375,-22.59361325818783,-25.377186148149104,-25.04851442194714,-27.07420043010049,-25.776821924331617
5243.3349609375,-22.646682219556453,-25.393447726268654,-25.10786015604128,-27.096034574597628,-25.867252445222785
5254.1015625,-22.687658681569452,-25.45597000357505,-25.116830919903542,-27.107153062532472,-25.89110317270065
5264.8681640625,-22.703028176898943,-25.490293282779962,-25.176591485447986,-27.138906003114435,-25.95982980843042
5275.634765625,-22.702440892832346,-25.50761206550999,-25.231924846989067,-27.13558110193559,-25.986061014273417
5286.4013671875,-22.740893947782773,-25.52747506876893,-25.235131738037566,-27.19407792626924,-26.027051735655224
5297.16796875,-22.767360927023645,-25.55710548799381,-25.280829562083213,-27.211535019308403,-26.073251720568983
5307.9345703125,-22.78015106200555,-25.593330642375044,-25.315642428408545,-27.231700741587673,-26.10570451695129
5318.701171875,-22.823978937758437,-25.619723106447818,-25.354187956180184,-27.249192585598397,-26.13451450503318
5329.4677734375,-22.822355896620483,-25.66963016435344,-25.381703596360623,-27.27349501469295,-26.15891216946496
5340.234375,-22.843435918406307,-25.692012509168816,-25.416892158006974,-27.31398053637003,-26.15684826517385
5351.0009765625,-22.91509698145923,-25.686603875753864,-25.48025542770578,-27.380703188469855,-26.196128800366427
5361.767578125,-22.94090518884178,-25.72926683432113,-25.479820286059862,-27.439585135939872,-26.233524771276095
5372.5341796875,-23.019009688410428,-25.762125888820247,-25.526993317394954,-27.482108037491955,-26.262240803578738
5383.30078125,-23.057054265627258,-25.792903818936463,-25.56212681716972,-27.497477793418398,-26.318595336347773
5394.0673828125,-23.113224190631374,-25.811142968236005,-25.600706389976462,-27.531765215656055,-26.358547455421004
5404.833984375,-23.129730936096365,-25.826275857039374,-25.62197086757979,-27.54244160676174,-26.382879942598375
5415.6005859375,-23.169833564116775,-25.858004222803928,-25.650943002737815,-27.566160777277215,-26.408693551463635
5426.3671875,-23.206787865807218,-25.859765394869076,-25.683452007100506,-27.5981006684194,-26.477840797667323
5437.1337890625,-23.23889453703656,-25.91823962882437,-25.68661896421295,-27.63188157640599,-26.511307710307104
5447.900390625,-23.260024581811397,-25.963786154942152,-25.68567654092725,-27.653940469232303,-26.54928928026675
5458.6669921875,-23.294667302400352,-25.968318546065507,-25.7292048997099,-27.680459705271932,-26.575892334276748
5469.43359375,-23.306525821465872,-26.01346143306863,-25.749943485190748,-27.74666146931845,-26.63562055725216
5480.2001953125,-23.328386169117774,-26.035396762449786,-25.813740452451146,-27.77668083168549,-26.666421000975042
5490.966796875,-23.35195396528616,-26.08653175729032,-25.863138111550562,-27.811921875601904,-26.723131943072655
5501.7333984375,-23.41096784927884,-26.107721723423904,-25.905058297572378,-27.852055630512865,-26.769702772061176
5512.5,-23.439981609030834,-26.162087141066888,-25.95639946664781,-27.883267400812738,-26.82170903900842
5523.2666015625,-23.531841547897233,-26.18871780301708,-26.005112774909257,-27.934062800511573,-26.831598961405415
5534.033203125,-23.558989596773714,-26.224856818771883,-26.04835007641963,-27.960152619432026,-26.898401765977216
5544.7998046875,-23.587818583616748,-26.24052842755087,-26.142878278224675,-27.99948603054018,-26.92745869491324
5555.56640625,-23.610478322523335,-26.271175247025376,-26.198925701494307,-28.030459946669634,-26.956375359472833
5566.3330078125,-23.65731951494508,-26.2819332499092,-26.26708346558157,-28.03207076965488,-26.96020476483729
5577.099609375,-23.692787529910895,-26.345017107881716,-26.305830999350984,-28.054191185957638,-27.013898919219695
5587.8662109375,-23.75117190567322,-26.35283811626757,-26.349604921527703,-28.09414459470728,-27.0522237243071
5598.6328125,-23.78053933069287,-26.42197602691747,-26.37431715765095,-28.134789600545208,-27.065980315338813
5609.3994140625,-23.838004190555477,-26.438608334684343,-26.40636471368769,-28.173681677379143,-27.134628830906536
5620.166015625,-23.82592384800257,-26.50381147210095,-26.448003932272485,-28.19257835592038,-27.18922116671805
5630.9326171875,-23.871264360660632,-26.50466207883518,-26.51234970895102,-28.21840809222712,-27.22966898022729
5641.69921875,-23.89347273710164,-26.57310213671872,-26.560561364846137,-28.226547715442255,-27.290544609142163
5652.4658203125,-23.931793048546883,-26.61229547031378,-26.59628291534633,-28.23858621334097,-27.343755556770905
5663.232421875,-23.988040939909308,-26.65174634492368,-26.63163504937225,-28.2680014928388,-27.41500424397899
5673.9990234375,-24.04835399852471,-26.66153920877627,-26.67346203485862,-28.332201102043246,-27.4301979832798
5684.765625,-24.085525881785298,-26.71442944958598,-26.732656267698562,-28.362388626396573,-27.479037350648426
5695.5322265625,-24.135821063877017,-26.72297812877097,-26.792753446292934,-28.392258769270956,-27.572706947924324
5706.298828125,-24.181536851563084,-26.76262512923808,-26.85415392761987,-28.400549745353434,-27.570827826098228
