frequency_hz,V6,V8,inline-4,inline-6,single-cylinder
1851.85546875,-10.241779358722003,-12.94148519784305,-11.79986419684234,-11.385606394096575,-10.196164409254036
1862.6220703125,-10.282315996885224,-12.92847181849573,-11.84112285779476,-11.429772581356113,-10.205154370473347
1873.388671875,-10.302989758499976,-12.920658606897621,-11.82345135779536,-11.462242062335564,-10.198165805557574
1884.1552734375,-10.361438215082398,-12.919051571752245,-11.875152662587876,-11.478157312971918,-10.201251702206424
1894.921875,-10.355693944166628,-12.893936684226617,-11.8810366196577,-11.520547495914744,-10.186077830308312
1905.6884765625,-10.38403260773476,-12.885015578570101,-11.921469706216309,-11.52306910180021,-10.202701084563552
1916.455078125,-10.416563592011848,-12.89630001787275,-11.934904502596027,-11.573060250229895,-10.177696737343291
1927.2216796875,-10.45560641746669,-12.896561002877892,-11.977799160821519,-11.575859332822388,-10.22650677216853
1937.98828125,-10.491133840792827,-12.902588478564379,-11.960879508778131,-11.604933351613195,-10.209822367155407
1948.7548828125,-10.538648486741064,-12.932108704684701,-11.986483612718947,-11.655801143239822,-10.2256363541297
1959.521484375,-10.574189809250694,-12.963562401816418,-11.963863830281763,-11.672498876037372,-10.237167038211457
1970.2880859375,-10.626931041857585,-13.02816776483212,-12.01691267783764,-11.706637553260359,-10.245913197170479
1981.0546875,-10.667631631468254,-13.099535364259275,-12.0259124353447,-11.760670079300958,-10.25048471235544
1991.8212890625,-10.74697330587199,-13.15722806708618,-12.0559348858244,-11.801414223949076,-10.303710709333705
2002.587890625,-10.811664358643938,-13.21997036750092,-12.088623257511108,-11.858901914820478,-10.319006914586913
2013.3544921875,-10.856269095484365,-13.21752805906208,-12.09764912283702,-11.88909641140845,-10.339019965799006
2024.12109375,-10.956842215958577,-13.267415930313238,-12.11527080967915,-11.940874418775346,-10.359762705046597
2034.8876953125,-11.039783685598689,-13.312918128396763,-12.166817481156546,-11.97440627135071,-10.381430754985578
2045.654296875,-11.122271465731707,-13.34600796119025,-12.194158940665881,-12.007988109405236,-10.432302349117146
