class,theta_max_deg
V6,8.212718963623047
V6,10.098119735717773
V6,10.361772537231445
V6,12.228273391723633
V6,11.311704635620117
V6,9.04141902923584
V6,20.171953201293945
V6,13.50908374786377
V6,9.913159370422363
V6,10.490005493164062
V6,8.067011833190918
V6,18.648338317871094
V6,13.302851676940918
V6,19.995895385742188
V6,16.672855377197266
V6,10.46139907836914
V6,14.833223342895508
V6,13.711450576782227
V6,6.912392616271973
V6,8.70865249633789
V6,17.232933044433594
V6,13.616047859191895
V6,9.181661605834961
V6,11.194785118103027
V6,36.48149490356445
V6,11.342392921447754
V6,15.003618240356445
V6,7.49462366104126
V6,8.386959075927734
V6,18.04191017150879
V6,10.818216323852539
V6,38.64533233642578
V6,20.925508499145508
V6,12.600175857543945
V6,7.564676761627197
V6,36.036766052246094
V6,13.396050453186035
V6,11.737606048583984
V6,10.895671844482422
V6,7.523890972137451
V6,14.068610191345215
V6,10.630304336547852
V6,9.991644859313965
V6,15.744908332824707
V6,32.03422164916992
V6,46.103302001953125
V6,10.594181060791016
V6,25.857559204101562
V6,21.689401626586914
V6,4.702904224395752
V6,22.6187801361084
V6,17.135826110839844
V6,12.577911376953125
V6,11.725629806518555
V6,21.282466888427734
V6,7.8037109375
V6,19.302732467651367
V6,32.35118103027344
V6,5.494546413421631
V6,9.07354736328125
V6,14.985376358032227
V6,14.349238395690918
V6,17.568016052246094
V6,24.983190536499023
V6,12.098753929138184
V6,16.734664916992188
V6,10.941341400146484
V6,15.413135528564453
V6,20.34359359741211
V6,7.830427169799805
V6,13.541135787963867
V6,6.763032913208008
V6,14.590455055236816
V6,16.415834426879883
V6,38.70126724243164
V6,7.511204719543457
V6,12.046110153198242
V6,17.267288208007812
V6,9.095133781433105
V6,18.705062866210938
V6,13.844877243041992
V6,13.342984199523926
V6,14.527594566345215
V6,16.323802947998047
V6,29.44977378845215
V6,7.1829400062561035
V6,20.777860641479492
V6,8.083446502685547
V6,10.804853439331055
V6,20.649261474609375
V6,10.081063270568848
V6,10.257104873657227
V6,18.10752296447754
V6,19.570232391357422
V6,10.311162948608398
V6,28.337114334106445
V6,11.761672019958496
V6,12.953691482543945
V6,7.551721572875977
V6,9.37311840057373
V6,8.893354415893555
V6,13.96515941619873
V6,12.49812126159668
V6,10.635153770446777
V6,25.564109802246094
V6,19.51516342163086
V6,14.233248710632324
V6,17.68890380859375
V6,16.19214630126953
V6,15.171893119812012
V6,8.94434928894043
V6,10.405523300170898
V6,14.952705383300781
V6,9.667210578918457
V6,37.14109802246094
V6,9.642877578735352
V6,15.141826629638672
V6,12.139761924743652
V6,10.932953834533691
V6,24.117055892944336
V6,10.335175514221191
V6,16.081756591796875
V6,11.458101272583008
V6,12.16681957244873
V6,5.410662651062012
V6,10.734031677246094
V6,37.02243423461914
V6,9.686714172363281
V6,30.324064254760742
V6,15.334040641784668
V6,16.47662925720215
V6,10.478463172912598
V6,17.334259033203125
V6,15.05927848815918
V6,10.333539009094238
V6,11.955182075500488
V6,13.512138366699219
V6,26.648183822631836
V6,19.126148223876953
V6,22.688383102416992
V6,14.277074813842773
V6,13.873861312866211
V6,16.18387794494629
V6,10.858173370361328
V6,5.469308376312256
V6,23.802614212036133
V6,14.445942878723145
V6,8.656394004821777
V6,13.302821159362793
V6,14.458874702453613
V6,14.913981437683105
V6,14.562324523925781
V6,9.249558448791504
V6,12.966954231262207
V6,10.082487106323242
V6,12.449470520019531
V6,16.30035972595215
V6,5.684616565704346
V6,15.88811206817627
V6,17.624794006347656
V6,11.571661949157715
V6,10.879996299743652
V6,13.863560676574707
V6,22.65691375732422
V6,18.13123321533203
V6,23.136676788330078
V6,6.251345157623291
V6,40.30718994140625
V6,4.9324870109558105
V6,6.953586101531982
V6,31.640682220458984
V6,6.746047496795654
V6,15.65658187866211
V6,14.01439094543457
V6,10.370388984680176
V6,6.95319128036499
V6,9.192784309387207
V6,43.26449966430664
V6,10.426734924316406
V6,14.296338081359863
V6,7.918395042419434
V6,10.600643157958984
V6,13.701908111572266
V6,18.206693649291992
V6,10.718802452087402
V6,12.046929359436035
V6,21.983306884765625
V6,20.315311431884766
V6,15.425260543823242
V6,9.144023895263672
V6,25.369482040405273
V6,7.135175704956055
V6,11.92128849029541
V6,11.25312328338623
V6,12.345438957214355
V6,11.798239707946777
V6,26.940170288085938
V6,12.093343734741211
V6,14.143240928649902
V6,13.579355239868164
V6,14.176048278808594
V6,16.57021713256836
V6,5.971201419830322
V6,7.982048988342285
V6,8.648880958557129
V6,12.063100814819336
V6,10.714652061462402
V6,19.367630004882812
V6,24.560373306274414
V6,13.004068374633789
V6,20.578487396240234
V6,16.06168556213379
V6,16.929311752319336
V6,16.651893615722656
V6,28.543787002563477
V6,11.940485000610352
V6,19.875654220581055
V6,6.492260932922363
V6,10.19460391998291
V6,12.668049812316895
V6,19.9444580078125
V6,7.033216953277588
V6,12.314604759216309
V6,32.11152267456055
V6,14.761859893798828
V6,9.422163963317871
V6,23.573698043823242
V6,14.101377487182617
V6,19.89487075805664
V6,10.785598754882812
V6,11.724823951721191
V6,31.62224006652832
V6,36.85520553588867
V6,8.510153770446777
V6,16.907283782958984
V6,12.13139533996582
V6,15.709668159484863
V6,21.22026252746582
V6,13.836111068725586
V6,18.391372680664062
V6,13.124629974365234
V6,12.571511268615723
V6,24.664382934570312
V6,14.73787784576416
V6,8.250929832458496
V6,9.888232231140137
V6,12.934328079223633
V6,9.083134651184082
V6,11.057629585266113
V6,9.180441856384277
V6,13.973774909973145
V6,12.360939025878906
V6,7.576186180114746
V6,32.631099700927734
V6,13.324518203735352
V6,9.26671028137207
V6,20.368825912475586
V6,12.162005424499512
V6,15.113848686218262
V6,14.255857467651367
V6,38.60669708251953
V6,16.639257431030273
V6,15.536380767822266
V6,38.509029388427734
V6,12.808187484741211
V6,19.85150146484375
V6,15.052257537841797
V6,4.130857467651367
V6,23.14202117919922
V6,12.463308334350586
V6,12.974044799804688
V6,14.735930442810059
V6,9.649908065795898
V6,14.302422523498535
V6,7.718868255615234
V6,13.603290557861328
V6,8.700281143188477
V6,21.312076568603516
V6,13.508162498474121
V6,18.30751609802246
V6,10.397899627685547
V6,20.43667221069336
V6,12.897369384765625
V6,16.837556838989258
V6,9.735790252685547
V6,18.681385040283203
V6,6.576140880584717
V6,7.799660682678223
V6,12.670323371887207
V6,9.980084419250488
V6,39.576759338378906
V6,8.32921028137207
V6,17.118059158325195
V6,20.516380310058594
V6,15.041247367858887
V6,15.878089904785156
V6,8.469209671020508
V6,16.71468162536621
V6,15.97940731048584
V6,14.941370964050293
V6,19.830856323242188
V6,13.368043899536133
V6,14.38064956665039
V6,10.64244270324707
V6,8.282377243041992
V6,6.517913818359375
V6,6.974035739898682
V6,19.349023818969727
V6,14.147237777709961
V6,7.576704502105713
V6,14.749966621398926
V6,12.442038536071777
V6,6.04824686050415
V6,27.52189826965332
V6,16.708147048950195
V6,7.186926364898682
V6,6.499144077301025
V6,9.483464241027832
V6,11.590850830078125
V6,9.581356048583984
V6,18.665760040283203
V6,18.54932403564453
V6,12.92225456237793
V6,12.067544937133789
V6,12.787174224853516
V6,17.968448638916016
V6,14.463264465332031
V6,17.339359283447266
V6,6.748546600341797
V6,12.511086463928223
V6,8.928079605102539
V6,6.555532932281494
V6,15.563821792602539
